#MicroRNA_ID	TCGA.BT.A0S7.01A	TCGA.BT.A0YX.01A	TCGA.BT.A2LA.01A	TCGA.BT.A2LB.01A	TCGA.BT.A20J.01A	TCGA.BT.A20N.01A	TCGA.BT.A20O.01A	TCGA.BT.A20P.01A	TCGA.BT.A20Q.01A	TCGA.BT.A20R.01A	TCGA.BT.A20T.01A	TCGA.BT.A20U.01A	TCGA.BT.A20V.01A	TCGA.BT.A20W.01A	TCGA.BT.A20X.01A	TCGA.C4.A0F0.01A	TCGA.C4.A0F6.01A	TCGA.CF.A1HR.01A	TCGA.CF.A1HS.01A	TCGA.CF.A27C.01A	TCGA.CU.A0YN.01A	TCGA.CU.A0YO.01A	TCGA.CU.A0YR.01A	TCGA.DK.A1A3.01A	TCGA.DK.A1A5.01A	TCGA.DK.A1A6.01A	TCGA.DK.A1A7.01A	TCGA.DK.A1AA.01A	TCGA.DK.A1AB.01A	TCGA.DK.A1AC.01A	TCGA.DK.A1AD.01A	TCGA.DK.A1AE.01A	TCGA.DK.A1AF.01A	TCGA.DK.A1AG.01A	TCGA.DK.A2HX.01A	TCGA.DK.A2I1.01A	TCGA.DK.A2I2.01A	TCGA.DK.A2I6.01A	TCGA.E5.A2PC.01A	TCGA.FD.A3B3.01A	TCGA.FD.A3B4.01A	TCGA.FT.A3EE.01A	TCGA.G2.A2EC.01A	TCGA.G2.A2EF.01A	TCGA.G2.A2EJ.01A	TCGA.G2.A2EK.01A	TCGA.G2.A2EL.01A	TCGA.G2.A2EO.01A	TCGA.G2.A2ES.01A	TCGA.GD.A2C5.01A	TCGA.H4.A2HO.01A	TCGA.H4.A2HQ.01A	TCGA.HQ.A2OE.01A
hsa-miR-140	1277.696349	654.995152	2873.977714	876.981054	1339.627559	637.734013	1909.395359	666.094934	434.794264	1078.574528	510.029784	794.414902	693.667714	1536.128191	853.701188	1396.665621	630.48001	1056.692045	1079.900081	394.03057	598.627396	836.631174	1217.931658	771.600457	634.823382	809.290326	1095.735145	848.302581	506.657961	1137.211338	502.510449	498.966935	1466.756925	492.693369	464.029857	667.58698	788.130953	676.885274	583.906054	509.596803	307.543092	592.323801	716.616109	1214.388513	615.299852	768.964522	481.338721	638.837799	828.927879	974.774965	2188.26644	666.096921	964.006319
hsa-miR-141	686.59531	1296.094737	25.594969	1747.658002	2310.149277	1652.955028	11.830439	2753.017951	2094.727613	926.171921	1905.394287	755.15397	4763.809893	1635.437998	1051.544747	9.831519	2999.123353	1622.611714	888.319869	6420.0419	1251.621937	1013.277393	2176.172103	1054.417384	686.817771	4186.442507	3413.765644	2502.390081	982.508061	2942.987214	1013.724889	1525.413201	511.631592	2261.018906	833.20778	1483.892202	911.169794	1120.73097	1931.121933	327.533292	387.61245	1072.538627	2029.74951	541.663729	3620.377847	548.713598	3715.819919	2021.060341	1631.903342	1697.167856	2885.186943	3054.691449	3560.498155
hsa-miR-142	2790.161256	2290.103653	236.70386	1206.037629	2510.891051	581.475996	3784.05054	168.11824	323.38232	520.451469	509.463713	742.420695	746.536442	1047.564893	1351.248355	1838.690725	901.866627	494.511933	1473.729621	208.304925	3272.234739	1070.297693	3220.573664	317.854478	321.890938	1711.976025	577.174288	212.725031	340.677625	1969.98471	346.999132	364.296777	1074.580039	265.027002	236.329543	590.595677	3263.408035	1037.355503	748.770591	1208.239667	598.514094	1066.065143	1492.486268	3652.290043	1293.518435	746.695866	230.247143	1750.755031	1521.508742	218.39948	1245.385749	340.664581	775.036934
hsa-miR-143	70339.18177	55874.45565	58202.76096	332707.0071	250288.5663	105409.0581	96084.57525	66861.18013	239094.0849	220549.3119	245573.1141	282456.5884	190943.8493	160817.3873	264240.4624	278461.6583	45256.97595	214673.3817	128112.4246	24157.83714	76051.9797	382420.1416	114285.4727	349666.64	201782.055	84517.70384	75382.09797	72613.19713	325371.1332	65890.48887	342206.7143	320677.648	243640.2964	49597.99373	324399.1116	405574.7187	279814.8489	249104.6916	187304.2883	563567.7724	482655.1278	189778.7216	339738.736	128412.4608	79309.34505	569104.2929	51391.11443	238456.7716	219422.245	455826.4805	362887.5846	91191.66119	146226.347
hsa-miR-144	1729.664785	25.316581	487.891695	456.026597	66.374296	153.743284	33.050116	181.52845	6.015199	90.531954	48.116017	10.257361	69.366771	162.376654	56.628489	21.236082	76.498241	51.81958	63.550821	84.118886	499.117859	50.934799	333.371046	67.752173	20.024866	54.770153	92.960154	73.414744	6.448157	134.234206	5.802661	57.533942	143.44811	68.29991	2.992394	21.276799	11.301661	27.791822	17.654785	17.197761	46.227407	250.406138	288.846929	106.452545	54.983036	197.37336	65.168806	34.668416	70.884954	46.454557	127.475711	155.906463	44.880229
hsa-miR-145	1917.111256	793.760472	348.607445	3031.564659	2162.021275	1299.946705	541.007871	687.518562	1825.351317	1377.887755	1741.516792	1867.547055	1310.469546	1115.546039	2285.262275	5555.791512	1586.287704	1894.887099	1341.989233	146.322588	1104.222207	6106.673976	954.214225	2163.810816	2644.336248	464.524472	790.721307	630.792604	3151.954639	619.041239	2822.414345	2199.527713	1924.766248	346.16963	3256.351096	2536.874392	3002.19039	2714.952247	683.863293	2043.94739	1434.096289	658.23564	2247.412043	648.945774	259.610624	2956.338038	460.254695	2322.783903	1652.432865	2510.367844	3353.929918	606.422379	690.263169
hsa-miR-1468	15.301753	2.855253	1.388874	2.308546	23.473836	5.153406	4.694619	3.7614	1.569182	27.459929	5.094637	1.76851	1.124867	8.395262	2.493078	3.539347	7.285547	1.780742	6.494244	4.42731	0.392543	2.167438	1.207866	6.58164	2.634851	0.817465	14.933358	5.46851	9.314004	0.260649	2.175998	3.56405	2.305416	2.218288	2.574851	1.754788	0.852956	8.85221	0.519258	1.551678	1.918874	2.648244	1.723272	4.424002	0.566835	1.565765	7.187736	2.889035	0.581024	1.891815	1.998052	2.688042	16.272364
hsa-miR-1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-146a	73.675106	110.593485	17.856955	203.595986	183.743478	158.89669	622.506453	20.605932	83.820488	60.926718	50.097265	98.329182	193.852004	199.848189	241.294349	113.652362	65.990241	89.037078	151.686996	13.72466	212.758065	106.788017	124.812831	58.266868	46.636859	135.290453	69.813449	75.875573	61.01867	209.56175	51.35355	46.587219	127.480969	56.040952	39.875391	110.003243	246.290923	153.781417	63.089894	166.029509	53.728458	121.230704	139.187368	226.453596	114.217338	170.320422	17.96934	209.455016	198.322932	37.976425	221.983566	41.933462	120.205525
hsa-miR-146b	1080.757125	807.846389	350.393141	460.732479	939.762898	386.505462	1849.304239	94.525625	328.351397	1061.755321	236.617591	605.891687	317.212371	547.12537	525.505258	1380.541929	410.51254	465.129697	998.722025	191.481148	884.790919	447.992819	1208.671351	665.326335	335.15302	870.191467	396.107322	124.408598	767.808317	704.794742	460.586223	356.914103	1012.248419	125.858638	748.028934	355.344474	941.662956	750.379204	462.399592	694.37575	361.794879	295.132028	193.139044	2288.038467	717.04681	370.30339	115.003776	956.451052	750.876959	138.592933	97.504933	115.048217	366.39064
hsa-miR-147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-147b	0.708414	0.571051	0.396821	1.331853	1.618885	0	0.563354	0	0	8.752852	0	1.061106	4.124511	0.409525	0.534231	1.573043	0.84064	1.602667	2.783248	0.221365	0.981356	1.250445	6.039331	0	0.263485	4.90479	0.746668	0.136713	0.358231	0.521298	0.290133	0.254575	0.341543	0	7.863733	2.741856	4.904495	0.411731	0.519258	0.258613	0.348886	0	0.265119	4.700502	6.23519	0	0	0.902823	6.778616	1.121075	0	0	0
hsa-miR-148a	23021.77029	15040.71401	10325.68507	14875.2928	46984.90713	32260.75205	52836.05678	35992.51252	25884.96978	14914.00237	8718.339307	15983.79761	14734.25215	17456.00217	27742.61746	9454.578774	28410.55009	23223.18497	23482.72415	34674.02604	21922.32407	24887.94344	18431.23155	24573.71301	12436.93485	3559.038138	15277.57193	7839.382212	19295.15435	43469.72745	10603.92791	7809.341679	22721.156	7163.901688	7780.920565	22173.93388	7435.213759	6726.65034	6054.552767	16602.43368	9636.408357	11052.29722	19038.97618	7340.248601	8412.121095	7528.806377	7583.061477	17929.52994	7415.031019	6264.638791	3765.728415	12458.00158	19982.98751
hsa-miR-148b	125.531045	133.435513	124.998686	99.445052	172.411281	167.4857	129.571479	169.426553	95.589355	135.497588	116.893619	73.570035	119.235856	158.895691	127.503139	99.494975	233.697924	103.639159	77.003184	265.638586	148.381086	125.878146	373.230627	99.498905	119.446569	297.557251	392.747316	152.161285	78.571986	285.149944	119.970018	68.989816	99.986748	79.391349	68.33793	173.285268	125.810948	73.905661	111.900182	45.774491	58.787307	152.715376	134.150111	224.518095	256.776447	56.106574	184.724815	138.312536	137.896413	78.47527	133.070256	107.880104	268.756458
hsa-miR-149	146.500114	306.463875	308.330091	693.629239	18.617181	157.178888	28.355498	97.632869	18.176362	511.526992	88.024008	85.242205	100.863035	96.443132	56.450412	63.904875	463.89318	347.244605	165.603234	297.072486	74.583085	436.321997	113.539414	102.015414	106.799285	615.34676	505.120835	254.01228	44.898278	17.20283	25.676775	38.44082	81.54342	79.041093	282.885628	67.010949	10.875184	159.545647	209.0015	10.861744	19.537621	41.489149	121.026731	492.999708	353.705304	85.943094	73.075316	77.281678	75.726823	67.965189	72.529284	491.91177	191.593959
hsa-miR-150	1323.601608	383.365369	40.475765	1043.640307	2099.694193	255.093605	1296.841498	36.632768	198.893857	246.367051	138.404309	278.71725	422.574872	1379.68965	647.131856	1280.653694	265.221924	960.888148	1254.780808	53.127717	1232.583623	1448.849124	215.805411	553.438461	97.225994	401.170937	625.334367	141.360978	107.827513	334.151945	366.873246	163.437129	1332.359708	136.950076	181.909725	378.705083	271.666351	298.504759	86.196892	998.763184	390.403539	323.674208	1043.242467	228.942097	187.339107	652.662988	24.198711	462.245553	526.601613	155.268928	1340.293214	75.982	709.160107
hsa-miR-151	2942.470369	4491.504098	4827.528599	5577.535576	4378.275207	8336.922824	2927.75207	5088.520468	5230.084625	4625.796681	5017.934538	3329.397808	7276.011883	7336.844737	2702.140557	3927.495299	5170.776719	3518.923406	3032.348296	15178.81019	1660.455008	3021.408955	8033.114857	3026.392762	3871.386258	10689.78512	8749.454466	6656.680256	2632.161544	12822.3641	5786.41362	6030.626387	3140.659752	5302.291316	1398.004769	6396.968254	1991.651271	4245.766997	8493.249771	1167.249516	1468.287126	4941.033915	5036.726907	4023.9062	5417.246138	4717.475563	2729.902132	3561.276968	4114.232459	2794.210095	2977.696746	11414.6827	17626.11935
hsa-miR-152	619.154252	326.83135	132.538289	294.783548	363.439743	396.812275	665.321377	167.137005	209.485838	748.025631	569.184182	569.106669	452.946269	194.524364	1222.3206	312.445681	337.236752	221.524251	515.364687	133.926121	188.812969	256.257894	215.805411	209.063847	494.737149	120.984816	150.826916	157.493082	574.72184	264.819326	250.820025	205.441998	663.959824	117.452495	362.56682	354.138058	217.077194	509.310878	379.31825	260.035314	384.472476	286.30455	443.278629	341.201144	588.942005	291.841173	68.523083	390.561379	308.136508	267.096188	134.868503	369.157831	165.085754
hsa-miR-153-1	0.283366	0.19035	8.928478	0.710322	0	0	0.37557	0.163539	0	0.600686	0	0.353702	0.374956	1.433337	1.068462	0.393261	0.280213	0.712297	0.463875	0.221365	0.588814	0.83363	0.805244	0	0.263485	0.204366	0	0.546851	0.597052	1.042596	0.290133	0	0.683086	0	0.417543	0.658045	0.213239	0	0.259629	0.129306	0.348886	0	0.265119	0.2765	0	0.173974	2.395912	0.180565	0.581024	0.350336	3.196883	0.716811	0.262457
hsa-miR-153-2	12.751461	4.378055	127.181202	2.308546	4.856656	0.858901	8.450314	1.798931	0.784591	4.376426	1.981248	3.537021	3.749555	4.9143	4.630002	9.634889	6.164693	2.314964	13.452364	0.885462	13.150176	3.33452	8.052441	2.129354	4.742731	9.80958	3.360006	1.367127	4.179361	7.29817	2.901331	2.54575	2.22003	1.984784	2.922804	3.619249	7.250122	3.911442	1.038517	0.646532	14.827659	3.530991	5.037257	7.465503	3.117595	1.739739	4.07305	5.778069	11.03946	1.331277	15.984415	3.225651	2.624575
hsa-miR-1537	0.141683	0.3807	0.198411	0.443951	0	0	0.187785	0	0	0.085812	0	0	0	0.614287	0	0.589891	0.140107	0	0	0	0.588814	0.083363	0.402622	0	0	0.408732	0	0	0	0	0	0	0	0	0	0	0.426478	0	0.778888	0	0	0	0	0.553	0.566835	0	0.239591	0.180565	0	0	0	0	0
hsa-miR-1538	0.850097	0.19035	0.198411	0	0	0.858901	0.187785	0	0	0	0	0.707404	0	0	0	0.393261	0.140107	0.178074	1.391624	0.221365	0.588814	0.166726	0	0	0.175657	0.613099	0	0.136713	0.358231	0	0	0.254575	0.085386	0.116752	0	0.109674	0.213239	0.617596	0	0.258613	0	0	0	0	0.850253	0	0	0.180565	0	0.070067	0.199805	0	0
hsa-miR-1539	0	0	0	0	0	0	0	0	0.130765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.408732	0	0	0	0	0	0	0	0	0	0	0.213239	0	0	0	0	0	0	0	0	0	0	0	0	0.070067	0	0	0
hsa-miR-154	18.135411	2.474553	3.17457	5.860155	10.522754	10.306812	2.628987	3.924939	1.438417	9.525163	8.208026	10.257361	5.624333	4.709537	8.369619	5.702281	11.068427	8.191411	2.783248	0.221365	5.888138	8.169575	4.02622	2.516509	7.377582	4.496057	4.106673	2.050691	5.015233	7.29817	3.626663	3.309475	23.481089	1.284272	7.237418	4.93534	8.103078	11.52846	3.894438	3.491275	3.663304	5.002238	9.676836	3.041501	4.251266	11.830223	436.055984	10.83388	6.584941	4.76457	3.596493	1.792028	3.936862
hsa-miR-155	386.794304	720.856332	396.821224	609.189735	1197.975098	249.940199	3504.063474	71.957223	246.492387	367.705613	265.770237	370.679794	484.817489	506.78716	679.719949	689.779389	173.311949	373.243432	1004.288521	44.494463	494.799891	461.164174	533.071575	223.195014	228.441563	593.888305	187.040309	176.222728	259.239791	645.88808	240.375235	229.11747	467.743302	76.822805	204.039523	473.134587	361.439925	499.429341	168.758975	442.745357	211.424973	111.226228	491.265131	3911.094152	315.160495	432.412063	277.686201	873.571869	607.751328	133.688228	359.249732	220.598684	178.208628
hsa-miR-15a	153.867624	127.725006	101.189412	113.740278	188.600134	81.166147	185.71912	202.134382	153.910631	70.537693	79.532946	77.814461	101.612946	135.552768	89.394659	128.399641	126.236109	103.817233	157.253491	388.275067	135.23091	73.609538	265.327922	76.656744	105.042718	216.219486	56.373427	185.519195	44.420637	149.612493	52.949282	50.914993	124.663238	252.067532	86.361886	68.87541	125.171231	307.151104	144.61346	62.196413	59.485079	112.991724	110.024301	118.89505	124.703793	99.252095	308.353874	132.534467	94.125923	65.022367	130.872399	139.599005	230.175209
hsa-miR-15b	278.690255	456.079158	993.243523	292.652582	498.616663	594.788962	318.10737	434.032888	145.933954	243.363622	446.34682	283.669079	724.414066	486.106148	380.01634	263.091454	213.382457	338.340897	378.521678	553.856452	319.52964	151.887405	842.285299	201.127164	208.24104	896.554712	473.760783	162.141315	175.891392	650.058464	189.601951	287.669712	223.710743	167.072088	234.102645	261.68269	351.204459	653.004893	538.990203	176.503333	156.475413	122.996199	257.562911	445.441688	452.901503	163.535441	788.973821	501.789215	378.634113	214.826053	231.574215	666.096921	575.044336
hsa-miR-16-1	845.705202	424.100319	665.469192	599.33402	693.692337	480.125674	661.190112	690.298727	503.838285	285.49745	446.91289	339.907712	927.639959	458.25845	566.284893	664.610699	326.028218	543.838474	804.358566	1124.979413	808.833935	330.867789	1211.489706	303.916889	290.097071	802.54624	481.600796	491.072179	178.518419	650.319113	240.085102	283.341938	540.833529	879.842945	345.725904	239.309149	488.743545	981.565993	420.339662	286.284527	243.87138	306.60775	641.32237	846.366858	597.444536	552.106089	1839.581233	462.967811	445.064548	230.170771	454.157197	571.657029	672.940975
hsa-miR-16-2	20.402337	11.230664	35.5155	11.365149	28.330492	16.74857	12.581578	12.101897	5.622903	4.805488	7.641956	7.427744	26.621842	9.623837	10.506544	6.095542	7.285547	10.150227	13.916238	6.419599	13.542718	7.75276	18.923236	6.000907	5.35753	22.480287	11.573352	6.015361	5.492874	18.506075	5.222395	10.182999	7.172406	3.152304	6.611103	7.567521	10.235467	14.61644	11.423684	3.879194	3.837747	7.061983	8.218683	29.585512	26.074429	4.523321	24.677894	13.54235	14.71928	4.414234	6.193961	13.081807	10.760757
hsa-miR-17	1274.862692	512.422827	4297.970676	667.968864	709.88119	915.588495	500.634149	776.156778	330.574406	397.396661	406.155793	341.676223	695.542491	848.740516	321.607081	3160.243539	1050.659909	211.19595	1405.540054	812.632709	1335.429772	331.367967	1876.621309	162.411637	250.047339	682.991987	453.60075	498.181242	272.494336	1628.795244	587.084234	938.617902	337.529987	490.008073	393.117076	534.223128	822.249176	967.155418	946.348406	377.962815	364.062639	757.103398	373.950063	2777.443673	1305.988815	391.006281	2666.170873	537.721584	616.466691	293.37139	434.975898	1254.419814	832.515122
hsa-miR-181a-1	800.933407	550.683224	3660.874201	652.252994	873.388602	1385.836808	1528.943452	507.952581	548.167685	709.839167	766.459853	871.875661	1493.44784	997.398083	1240.840609	755.453937	1590.210691	873.097589	986.197411	481.691303	1961.142605	580.456643	769.41071	351.149832	1319.884587	703.632978	1318.615513	1100.811021	1364.859885	1642.08834	612.615943	510.168233	1015.06615	453.698207	385.949248	841.420619	1686.079936	586.304519	562.097202	616.533255	999.558659	1326.770005	1585.410407	3218.73786	1534.42349	303.497423	735.305393	1436.572507	1100.266187	1516.604667	2790.878893	449.619902	630.685321
hsa-miR-181a-2	578.91631	243.077248	8808.637528	271.165348	343.203677	1047.859254	504.577629	328.059523	639.834085	1028.803406	338.793369	354.055796	1137.240095	1886.067285	1187.77366	179.523541	796.646519	531.195209	1283.077159	399.121976	1878.316126	276.431743	360.749344	146.731848	569.303426	302.462041	2650.671049	967.516095	937.609783	3332.657384	696.754528	1300.36893	417.451077	705.765738	158.87525	1261.692232	793.035447	1336.477858	553.789067	303.223675	803.659117	1359.137426	1623.720073	9776.21463	952.000093	315.588607	1409.275438	770.469443	581.024214	671.24383	1826.019631	1023.606568	276.89264
hsa-miR-181b-1	178.662131	109.641734	1475.976542	126.34849	299.493775	701.72214	365.804697	119.383575	109.581231	190.245821	134.441813	178.619557	918.266071	352.191481	378.947878	154.158221	630.760223	178.252231	278.788638	151.856725	611.188758	119.959372	155.412106	78.59252	252.770019	161.449333	601.814328	400.431629	318.825537	944.33112	202.657938	137.215907	194.167263	145.939979	69.242608	222.528993	508.148285	183.014297	244.31107	109.651888	377.145868	377.521827	347.703302	1834.025275	577.038461	66.892954	132.014751	315.807606	250.034087	497.617295	420.190314	148.917552	140.677209
hsa-miR-181b-2	2.691975	0.951751	19.642651	0.976692	0.809443	6.012307	3.004556	2.126009	1.438417	1.372996	2.547319	0.707404	6.374244	4.9143	4.986156	1.966304	7.425653	3.205335	6.03037	0.221365	4.514239	2.084075	1.610488	0.387155	2.371366	1.63493	4.853341	1.913978	2.627027	12.2505	1.305599	2.54575	2.903117	1.050768	1.113449	1.974136	4.904495	4.117307	1.817404	1.293065	1.046658	5.002238	3.313985	25.161511	3.967848	0.782882	4.552233	3.430729	2.324097	1.961882	3.996104	2.150434	1.837202
hsa-miR-181c	39.954576	36.737595	641.064687	50.432848	16.998295	113.374936	47.885112	63.12611	66.951778	94.994192	64.815106	53.055314	24.372109	204.762489	44.341176	31.067601	64.869388	49.148467	57.984326	19.701528	71.050202	37.513355	42.275314	20.712807	72.107083	28.202542	74.66679	79.293392	46.808843	35.708905	24.516243	20.875147	47.047565	103.208753	56.577126	33.669986	64.398146	37.467494	76.330983	31.292166	30.35309	229.808688	166.494605	73.825531	31.742784	54.366836	235.038967	57.419565	41.446394	46.874961	63.338245	55.552877	122.305185
hsa-miR-181d	7.225828	10.088562	148.411138	12.430632	4.047213	38.650546	10.328161	9.975888	20.13784	21.967943	12.170522	13.086977	10.498755	75.966883	8.191542	10.814671	26.620267	17.98549	22.265981	3.320482	14.524075	11.670821	8.455063	8.130261	29.861642	10.627045	38.453397	32.674346	15.0457	7.558819	4.061863	4.073199	9.990136	35.842859	13.291797	3.838598	13.43405	12.763652	26.741807	6.336017	7.152165	72.973822	22.13742	20.184509	3.967848	8.959655	14.615063	9.028233	6.972291	10.440014	9.790454	10.931373	43.830399
hsa-miR-182	17858.84558	25176.10252	56738.09383	11363.01786	35112.00258	62948.42686	3084.927908	50553.05668	37985.4576	23564.39491	19478.779	12312.36988	49555.62146	82997.19864	5281.407977	7008.890053	88192.6646	39976.57969	46990.9614	32489.5914	30281.51778	31514.21906	23796.97542	46052.70035	19719.57459	21403.07236	56890.12073	44755.78797	5469.828238	26941.71733	93045.09001	48148.01803	12641.19393	27043.26186	26541.63099	19639.36265	51006.95671	27149.31661	16589.52651	2939.265397	6311.523882	30109.94036	26585.31762	11136.31871	25559.17606	14438.17878	51796.50274	26453.80741	12729.27216	29746.9621	19226.65401	29904.65155	25658.63048
hsa-miR-1825	0	0	0	0	0	0.429451	0	0	0	0.085812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087828	0.204366	0	0	0	0.260649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193675	0	0	0	0
hsa-miR-1827	0	0.19035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-183	11592.35281	21494.53866	34943.48174	4592.496818	25971.77635	55424.02441	1202.949122	21087.71847	15012.62865	15929.93393	7855.930455	8399.009917	19058.98913	36373.80375	4251.766702	6746.58512	69143.34159	17937.94401	22907.98351	16608.83124	20980.61448	15697.08816	22485.23283	18765.60962	11216.03282	19490.20432	32417.3336	25076.94535	1417.997475	17293.01477	57862.39541	23603.93634	7461.094823	10736.39562	7883.845004	11894.27888	33631.39866	18356.18988	10544.06076	1842.746521	2279.796181	22151.08582	9900.596358	6068.624564	11120.74416	7268.106527	49884.08578	20195.61654	6452.080222	16044.26902	4163.540548	16878.3978	11737.88582
hsa-miR-184	1.983561	25.506931	18.849008	0.710322	64.755411	0	1.877848	1.471852	0.653826	46.510255	0.566071	0	14.998221	1.433337	1.424616	0.19663	3.36256	3.383409	2.319373	38.960326	1.373899	20.090486	0	9.872459	0.263485	0.408732	1.120002	5.741935	33.554298	0.781947	0.145067	0.254575	3.330045	4.319823	23.660791	0.329023	0.213239	0.411731	1.817404	0.129306	2.093317	5.002238	1.723272	0.2765	0.283418	7.132929	1.437547	0	0	1.471411	0.999026	10.035359	4.724235
hsa-miR-185	148.341991	96.317218	78.967424	78.66814	100.370887	128.405704	159.804824	78.171711	42.890983	80.920979	64.53207	64.020079	83.990037	133.914668	60.368107	57.022811	117.129175	53.066099	75.611561	75.706997	91.069873	43.098676	162.659302	66.590707	68.330464	246.056958	685.067799	83.258062	42.629482	156.128717	94.583375	46.587219	75.907958	48.101817	27.836224	60.869192	53.522962	132.577286	100.995756	29.740488	29.655318	122.113451	50.505131	114.471048	74.538858	30.271454	58.939435	67.350622	80.181342	78.685472	26.973701	77.594826	160.886434
hsa-miR-186	293.000227	227.849229	371.226255	213.362911	249.308331	313.498875	254.260554	195.265738	122.919281	314.072939	210.012264	154.214113	186.352894	224.62445	201.048945	228.681137	409.531793	129.994134	191.580212	355.955706	341.315752	133.047365	295.927196	109.952097	178.642883	185.768916	433.814051	152.981561	131.709576	667.261294	197.14541	114.049585	177.346265	160.650729	122.827339	274.295225	221.341972	169.633049	132.151259	86.893949	71.172763	127.704188	82.584505	393.459666	364.758595	83.76842	270.738056	168.827966	184.572025	92.839048	136.26714	325.073935	342.769467
hsa-miR-187	3.825438	55.201568	17.460134	53.806876	0.809443	67.423731	1.126709	74.083232	60.544284	9.7826	66.796353	6.72034	1.124867	448.020326	3.027309	19.269778	537.449182	111.652496	18.554984	148.314877	17.860686	98.201626	44.691046	7.35595	126.911979	531.352234	116.480193	78.746541	3.94054	122.765652	515.42137	11.201299	4.183903	31.639787	7.515781	321.235792	4.691256	6.175961	47.512142	2.068904	2.093317	31.484673	57.795898	4.147502	14.737721	58.629195	67.80431	86.129347	75.533148	107.903497	0.999026	268.804246	61.939965
hsa-miR-188	3.117024	2.284203	1.190464	3.462819	11.332197	3.435604	3.56791	3.107244	1.176887	4.290614	1.415177	2.122213	4.124511	2.661912	5.34231	3.735977	4.903733	2.314964	2.319373	2.877751	1.373899	3.501246	8.052441	2.903665	1.229597	1.839296	1.493336	0.683564	0.835872	10.165309	3.33653	1.782025	1.793101	0.817264	1.809355	2.632181	3.625061	3.705576	5.711842	1.163758	1.221101	3.236742	3.579104	3.041501	2.267342	1.391791	17.729749	1.986211	4.067169	2.452352	1.198831	2.688042	14.172704
hsa-miR-18a	30.886871	11.801714	136.10968	44.217532	47.757115	25.33758	4.131265	25.348567	2.615304	12.871842	10.47231	9.196254	23.997153	23.547686	10.506544	131.545727	50.718614	3.027261	43.140338	7.969158	31.010862	16.755965	67.640502	4.258708	5.006216	23.297752	21.280035	7.655914	5.015233	26.846841	10.87999	12.728748	11.868623	8.639647	7.515781	16.670482	27.08134	49.201819	20.770335	17.714987	6.105507	15.006713	9.809395	145.162561	37.977973	13.309001	180.412174	19.862114	21.691571	7.637325	6.393766	33.869335	24.146088
hsa-miR-18b	1.133463	0.19035	10.515762	1.864595	4.047213	1.288352	0.187785	1.471852	0.26153	0.943935	0.283035	0.353702	1.499822	0.81905	0.534231	1.769673	1.120853	0	0.927749	1.328193	0.981356	0.750267	0.402622	0	0.175657	1.226197	2.240004	0.820276	0.11941	0.781947	0.580266	1.0183	0.512315	0	0.208772	1.096742	1.705911	3.293846	1.038517	0.646532	0.348886	0.294249	0.662797	4.977002	0.850253	0.347948	4.552233	1.986211	0.193675	0.350336	0	1.792028	6.298979
hsa-miR-190	7.225828	0.571051	5.952318	8.523862	1.618885	4.294505	3.94348	1.635391	1.699947	4.033177	2.264283	5.305531	12.748488	4.709537	0.534231	1.179782	8.82672	2.493038	2.319373	4.42731	1.177628	2.000712	2.415732	3.097242	3.425306	0.817465	4.853341	2.187404	2.149386	0.781947	2.611197	1.272875	2.561573	1.284272	2.43567	2.303159	1.066194	1.029327	1.557775	1.810291	3.663304	2.648244	6.495411	1.382501	1.417089	3.044543	1.197956	4.514117	2.517772	3.153024	2.597467	3.404854	4.724235
hsa-miR-1908	0	0	0.793642	0.17758	0.809443	0.429451	0.37557	0.327078	0	0.171625	0	0	0.749911	0	0.356154	0	0	0	0	0	0.196271	0.083363	0	0.387155	0.087828	0.204366	0	0.136713	0	0	0	0.763725	0.170772	0.233504	0	0	0	0.205865	0.778888	0	0.174443	0	0	0	0	0	0.479182	0	0.193675	0.070067	0	0.358406	0
